LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder
OH,Ohio,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.556,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WI,Wisconsin,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.587,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WV,West Virginia,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.83,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OK,Oklahoma,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.839,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DC,District of Columbia,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.113,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AL,Alabama,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.762,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AK,Alaska,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.438,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OK,Oklahoma,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.211,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DE,Delaware,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.607,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.344,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VA,Virginia,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.428,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
RI,Rhode Island,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.416,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.434,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VT,Vermont,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.395,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AL,Alabama,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.707,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AL,Alabama,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.568,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SC,South Carolina,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.024,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IA,Iowa,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.588,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
FL,Florida,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.87,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
RI,Rhode Island,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.597,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AR,Arkansas,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.773,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VA,Virginia,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.504,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DC,District of Columbia,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.365,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OR,Oregon,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.569,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OK,Oklahoma,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.41,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ME,Maine,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.415,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NM,New Mexico,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.102,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
HI,Hawaii,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.444,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SD,South Dakota,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.085,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
GA,Georgia,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.409,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KS,Kansas,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DE,Delaware,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.24,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
LA,Louisiana,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.669,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ME,Maine,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.212,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.988,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SD,South Dakota,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.534,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CA,California,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.399,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VT,Vermont,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.4,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.17,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.798,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NC,North Carolina,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.034,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WA,Washington,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.815,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.358,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NV,Nevada,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.326,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DE,Delaware,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.833,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
FL,Florida,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.606,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MS,Mississippi,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.129,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ME,Maine,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.521,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NC,North Carolina,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.66,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TX,Texas,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.923,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AL,Alabama,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.55,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ND,North Dakota,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.103,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ID,Idaho,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.547,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NH,New Hampshire,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.408,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NM,New Mexico,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.56,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CA,California,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.475,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CA,California,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.49,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KY,Kentucky,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.854,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MO,Missouri,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.634,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NC,North Carolina,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.758,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WV,West Virginia,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.537,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ME,Maine,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.808,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
GA,Georgia,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.424,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ME,Maine,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.783,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SD,South Dakota,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.729,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NV,Nevada,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.026,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NH,New Hampshire,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.553,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VA,Virginia,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.564,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MT,Montana,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.153,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CO,Colorado,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.381,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OH,Ohio,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.477,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IA,Iowa,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.84,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OK,Oklahoma,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.824,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SC,South Carolina,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.147,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TX,Texas,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.533,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MI,Michigan,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.492,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VA,Virginia,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.514,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WA,Washington,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.661,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WV,West Virginia,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.128,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AR,Arkansas,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.655,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SD,South Dakota,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.499,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NC,North Carolina,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.465,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AR,Arkansas,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.647,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ME,Maine,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.057,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
LA,Louisiana,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.393,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SD,South Dakota,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.712,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
GA,Georgia,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.593,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AL,Alabama,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.391,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CT,Connecticut,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.214,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ME,Maine,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.444,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DC,District of Columbia,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.985,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.884,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MD,Maryland,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.901,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.733,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.885,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
RI,Rhode Island,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.42,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.632,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KS,Kansas,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.373,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CA,California,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.399,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WA,Washington,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.931,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
HI,Hawaii,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.338,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OK,Oklahoma,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.404,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NC,North Carolina,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.837,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
HI,Hawaii,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.494,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AK,Alaska,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.607,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
UT,Utah,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.366,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.821,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
RI,Rhode Island,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.452,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NV,Nevada,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.388,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VA,Virginia,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.616,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TN,Tennessee,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.003,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.051,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.084,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OH,Ohio,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.614,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
