LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder
MA,Massachusetts,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.028,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.887,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
LA,Louisiana,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.626,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SC,South Carolina,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.523,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ID,Idaho,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.845,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KS,Kansas,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.458,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NH,New Hampshire,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.57,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MI,Michigan,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.293,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.474,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.067,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KY,Kentucky,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.557,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MO,Missouri,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.573,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IA,Iowa,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.546,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
UT,Utah,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.891,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.85,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AK,Alaska,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.3,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TN,Tennessee,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.281,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DE,Delaware,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.215,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
GA,Georgia,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.445,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IA,Iowa,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.36,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SD,South Dakota,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.275,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ND,North Dakota,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.443,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
LA,Louisiana,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.727,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
GA,Georgia,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.498,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.466,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DC,District of Columbia,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.359,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NE,Nebraska,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.776,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MO,Missouri,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.553,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TN,Tennessee,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.683,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OR,Oregon,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.896,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WI,Wisconsin,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.88,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.829,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MI,Michigan,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.43,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VA,Virginia,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.579,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MI,Michigan,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.483,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.492,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NV,Nevada,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.14,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MO,Missouri,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.186,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OH,Ohio,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.825,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MD,Maryland,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.521,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.135,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SD,South Dakota,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.539,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AK,Alaska,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.254,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WI,Wisconsin,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.304,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OR,Oregon,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.907,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
RI,Rhode Island,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.803,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AK,Alaska,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.42,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.551,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MO,Missouri,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.299,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CT,Connecticut,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.056,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IA,Iowa,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.748,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MO,Missouri,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.576,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TX,Texas,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.046,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VT,Vermont,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.237,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
HI,Hawaii,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.839,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NV,Nevada,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.543,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
UT,Utah,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.035,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OH,Ohio,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.981,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.302,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WV,West Virginia,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.539,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
GA,Georgia,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.358,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
RI,Rhode Island,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.795,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MA,Massachusetts,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.463,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
LA,Louisiana,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.051,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OK,Oklahoma,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.334,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WV,West Virginia,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.42,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
FL,Florida,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.789,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.631,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KS,Kansas,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.748,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TX,Texas,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.244,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MN,Minnesota,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.2,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
FL,Florida,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.138,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SD,South Dakota,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.541,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.428,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MT,Montana,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.568,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
GA,Georgia,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.868,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
HI,Hawaii,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.051,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KY,Kentucky,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.434,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TN,Tennessee,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.453,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OR,Oregon,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.473,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DC,District of Columbia,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.863,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IN,Indiana,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.574,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
PA,Pennsylvania,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.001,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MD,Maryland,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.654,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AL,Alabama,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.99,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VT,Vermont,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.034,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NE,Nebraska,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.481,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ID,Idaho,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.059,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CT,Connecticut,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.329,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IN,Indiana,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.367,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KY,Kentucky,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.398,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ME,Maine,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.669,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
