,LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder,Latitude,Longitude,Id
2078,PA,Pennsylvania,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.803999999999999,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.793730152, -77.860700294,2079
2079,NY,New York,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.2590000000000001,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427,2080
2080,LA,Louisiana,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.48100000000000004,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.312660644, -92.445680071,2081
2081,DE,Delaware,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.4,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168,2082
2082,NJ,New Jersey,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.8780000000000001,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288,2083
2083,WY,Wyoming,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.456,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353,2084
2084,ID,Idaho,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.118,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.682630005, -114.363730042,2085
2085,ME,Maine,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.391,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,45.254228894001, -68.985031336,2086
2086,MO,Missouri,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.189,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053,2087
2087,MD,Maryland,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.9369999999999998,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111,2088
2088,OH,Ohio,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.4960000000000004,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056,2089
2089,WI,Wisconsin,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.40299999999999997,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.393191174, -89.816370742,2090
2090,CT,Connecticut,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.1919999999999997,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952,2091
2091,NY,New York,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.967,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427,2092
2092,MO,Missouri,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.435,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053,2093
2093,VT,Vermont,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.657,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.625381239, -72.517640791,2094
2094,CO,Colorado,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.642,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.843840757, -106.133610921,2095
2095,ME,Maine,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.418,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,45.254228894001, -68.985031336,2096
2096,RI,Rhode Island,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.17,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314,2097
2097,UT,Utah,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.437,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.360700171, -111.587130635,2098
2098,MN,Minnesota,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.452,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503,2099
2099,AK,Alaska,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.418,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036,2100
2100,MA,Massachusetts,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.0280000000000005,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.27687047, -72.082690675,2101
2101,IL,Illinois,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.8869999999999998,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178,2102
2102,LA,Louisiana,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.626,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.312660644, -92.445680071,2103
2103,SC,South Carolina,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.523,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,33.998821303, -81.045371207,2104
2104,ID,Idaho,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.845,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.682630005, -114.363730042,2105
2105,KS,Kansas,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.4580000000000002,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227,2106
2106,NH,New Hampshire,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.57,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092,2107
2107,MI,Michigan,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.292999999999999,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.661319543001, -84.71439027,2108
2108,WY,Wyoming,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.474,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353,2109
2109,AZ,Arizona,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.067,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277,2110
2110,KY,Kentucky,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.557,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.645970271, -84.774971048,2111
2111,MO,Missouri,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.573,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053,2112
2112,IA,Iowa,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.546,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.469400913, -93.816490556,2113
2113,UT,Utah,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.891,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.360700171, -111.587130635,2114
2114,AZ,Arizona,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.85,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277,2115
2115,AK,Alaska,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.3,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036,2116
2116,TN,Tennessee,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.281000000000001,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.68094058, -85.774490914,2117
2117,DE,Delaware,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.215,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168,2118
2118,GA,Georgia,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.445,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346,2119
2119,IA,Iowa,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.36,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.469400913, -93.816490556,2120
2120,SD,South Dakota,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.275,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.353130053, -100.373530637,2121
2121,ND,North Dakota,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.443,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.475319779, -100.118421049,2122
2122,LA,Louisiana,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.727,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.312660644, -92.445680071,2123
2123,GA,Georgia,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.498,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346,2124
2124,AZ,Arizona,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.466,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277,2125
2125,DC,District of Columbia,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.359,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.890371385, -77.031961127,2126
2126,NE,Nebraska,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.776,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.641040988001, -99.365720623,2127
2127,MO,Missouri,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.553,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053,2128
2128,TN,Tennessee,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.6829999999999999,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.68094058, -85.774490914,2129
2129,OR,Oregon,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.896,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.567449424, -120.155031326,2130
2130,WI,Wisconsin,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.88,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.393191174, -89.816370742,2131
2131,NJ,New Jersey,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.829,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288,2132
2132,MI,Michigan,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.43,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.661319543001, -84.71439027,2133
2133,VA,Virginia,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.579,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.542680674, -78.457890463,2134
2134,MI,Michigan,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.483,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.661319543001, -84.71439027,2135
2135,AZ,Arizona,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.492000000000001,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277,2136
2136,NV,Nevada,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.14,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564,2137
2137,MO,Missouri,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.1860000000000004,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053,2138
2138,OH,Ohio,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.825,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056,2139
2139,MD,Maryland,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.521,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111,2140
2140,AZ,Arizona,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.135,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277,2141
2141,SD,South Dakota,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.5389999999999997,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.353130053, -100.373530637,2142
2142,AK,Alaska,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.254,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036,2143
2143,WI,Wisconsin,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.304,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.393191174, -89.816370742,2144
2144,OR,Oregon,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.907,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.567449424, -120.155031326,2145
2145,RI,Rhode Island,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.803,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314,2146
2146,AK,Alaska,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.42,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036,2147
2147,WY,Wyoming,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.551,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353,2148
2148,MO,Missouri,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.2989999999999995,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053,2149
2149,CT,Connecticut,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.056,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952,2150
2150,IA,Iowa,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.747999999999999,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.469400913, -93.816490556,2151
2151,MO,Missouri,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.5759999999999998,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053,2152
2152,TX,Texas,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.046,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206,2153
2153,VT,Vermont,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.237,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.625381239, -72.517640791,2154
2154,HI,Hawaii,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.839,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,21.304850435, -157.857749403,2155
2155,NV,Nevada,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.5429999999999999,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564,2156
2156,UT,Utah,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.035,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.360700171, -111.587130635,2157
2157,OH,Ohio,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.981,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056,2158
2158,AZ,Arizona,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.3019999999999998,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277,2159
2159,WV,West Virginia,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.539,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.665510202, -80.712640135,2160
2160,GA,Georgia,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.358,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346,2161
2161,RI,Rhode Island,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.795,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314,2162
2162,MA,Massachusetts,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.46299999999999997,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.27687047, -72.082690675,2163
2163,LA,Louisiana,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.051,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.312660644, -92.445680071,2164
2164,OK,Oklahoma,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.334,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214,2165
2165,WV,West Virginia,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.42,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.665510202, -80.712640135,2166
2166,FL,Florida,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.789,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,28.932040377, -81.928960539,2167
2167,IL,Illinois,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.631,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178,2168
2168,KS,Kansas,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.748,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227,2169
2169,TX,Texas,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.244,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206,2170
2170,MN,Minnesota,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.2,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503,2171
2171,FL,Florida,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.138,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,28.932040377, -81.928960539,2172
2172,SD,South Dakota,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.541,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.353130053, -100.373530637,2173
2173,NJ,New Jersey,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.428,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288,2174
2174,MT,Montana,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.568,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.066528972, -109.424420645,2175
